complaint_text,label
Kumuha po ako ng online seller coordinator para magbenta ng mga damit ko. Nagpadala ako ng mga items nagkakahalaga ng sampung libo pero hindi niya ako binalikan ng kita o ng mga unsold items.,Contract Disputes
Nagsasagawa po ng welding shop sa loob ng residential area ang kapitbahay ko. Ang talsik ng spark ay umaabot sa aming garahe at ang amoy ng sinusunog na bakal ay nagdudulot ng ubo sa amin.,Neighbor Disputes
Humiram po ng pera para sa emergency medical operations ang kapitbahay ko. Nangakong magbabayad gamit ang kaniyang 13th month pay pero nung makuha niya ito ay ibinili lang niya ng bagong TV.,Money/Debt Disputes
Nag-aaway po kami ng aking pinsan tungkol sa kung sino ang dapat magmay-ari ng lumang pwesto ng tindahan na iniwan ng aming lolo na walang kasulatan o testamento bago pumanaw.,Family Matters
Gumawa po ng pekeng account sa Facebook ang isang kakilala ko at ginamit ang aking mga larawan para manira ng ibang tao at magpakalat ng mga maling kwento tungkol sa aking personal na buhay.,Petty Criminal Offenses
Ang lupa po na ibinenta sa amin nung nakaraang taon ay may ibang tao palang umaangkin ngayon at sinasabing peke ang pinanghahawakan naming pirma ng dating may-ari na kamag-anak din nila.,Property Disputes
"Nagpa-renovate po ako ng banyo sa isang contractor. Kalahati pa lang ang nagagawa pero iniwan na nila ang trabaho dahil may nakuha silang mas malaking project, ayaw nilang ibalik ang sobra sa bayad.",Contract Disputes
"Ang puno ng niyog ng kapitbahay namin ay nakalaylay na sa ibabaw ng aming bubong. Ilang beses na kaming natutulugan ng tuyong niyog na nagdulot ng butas sa aming yero, ayaw naman nilang putulin.",Neighbor Disputes
Hindi po ako binabayaran ng aking dating kasamahan sa trabaho para sa sinalihan niyang paluwagan sa opisina. Nakuha na niya ang kaniyang sahod nung unang buwan pero hindi na naghulog pagkatapos.,Money/Debt Disputes
Gusto po akong palayasin ng aking stepmother sa bahay ng aking ama ngayong pumanaw na si tatay. Sinasabi niya na wala daw akong karapatan dito dahil hindi naman niya ako tunay na anak.,Family Matters
"Hinarangan po ng tricycle driver ang tapat ng gate namin at nung pakiusapan ko siyang iurong nang kaunti para makalabas ang sasakyan ko, pinagmumura niya ako at hinamon ng suntukan.",Petty Criminal Offenses
"Yung kapitbahay po namin ay nagtayo ng piggery sa likod ng bahay nila na dikit sa aming boundary line. Sobrang tindi po ng amoy ng dumi ng baboy, hindi kami makakain nang maayos sa aming kusina.",Neighbor Disputes
"May kasunduan po kami ng aking tenant na aalis siya sa katapusan ng buwan dahil gagamitin na ng pamilya ko ang pwesto, pero ngayon ay ayaw niyang lumabas at nagbanta pang magwawala.",Contract Disputes
Lagi pong nagpaparada ng sasakyan ang kapitbahay sa tapat mismo ng aming daanan ng sasakyan. Hirap na hirap po kaming magpasok at maglabas ng aming motorsiklo dahil sinasakop nila ang kalsada.,Neighbor Disputes
Nagpautang po ako ng pera para sa puhunan sa palengke ng aking kaibigan. Sabi niya hahatiin namin ang kita buwan-buwan pero nung lumago ang negosyo ay ayaw na niyang magpakita sa akin.,Money/Debt Disputes
"Pinagkakaitan po kami ng aking tita sa karapatan naming gumamit ng poso na nasa gitna ng aming magkakabit na compound, kahit pa ang lolo namin ang nagpagawa nun para sa aming lahat.",Family Matters
Nag-post po sa social media ang katrabaho ko ng mga mapanirang usapan na ako raw ay nagpupuslit ng mga gamit mula sa opisina. Sobrang naapektuhan po ang aking reputasyon at trabaho dahil dito.,Petty Criminal Offenses
Yung dulo po ng pader ng aming katabi ay sumakop sa halos kalahating metro ng aming eskinita na siyang daanan ng mga residente papuntang barangay hall. Sobrang sikip na po tuloy ngayon.,Property Disputes
"Bumili po ako ng cellphone sa isang online seller na may warranty daw ng anim na buwan. Sira po ang nakuha ko at nung ibinabalik ko para mapalitan, hinarangan na niya ang aking account.",Contract Disputes
Yung mga bata po sa tapat namin ay laging naglalaro ng basketball sa tapat ng bahay namin gamit ang improvised na ring. Ilang beses na nilang natamaan ang aming bintana at mga halaman.,Neighbor Disputes
"Sumalo po ako sa hulog ng isang motorsiklo mula sa aking pinsan at nagbayad na ako ng malaking halaga, ngunit nung matapos ko ang hulog ay ayaw niyang ilipat sa pangalan ko ang mga papeles.",Money/Debt Disputes
"Gusto po akong obligahin ng aking mga kapatid na bayaran ang lahat ng utang na naiwan ng aming mga magulang nung sila ay mamatay, kahit pa pare-pareho naman kaming nakinabang sa ari-arian nila.",Family Matters
Sinasadya pong tapunan ng dumi ng pusa ng aming kapitbahay ang aming bubong tuwing gabi upang inisin kami dahil nagreklamo kami dati tungkol sa kanilang maingay na videoke tuwing weekend.,Petty Criminal Offenses
Inirereklamo ko po ang may-ari ng katabing bakanteng lote dahil hinahayaan lang niyang tumubo ang matataas na talahib at pamugaran ng mga ahas at daga na lumilipat na sa loob ng bahay namin.,Neighbor Disputes
Nagpagawa po ako ng pinto at bintana sa isang welding shop at nagbigay na ng deposit para sa materyales. Lumipas ang tatlong linggo na lagpas sa deadline pero wala pa ring nadidiliber sa amin.,Contract Disputes
Ang alagang manok ng kapitbahay namin ay palaging pumapasok sa aming veranda at doon nangingitlog at dumudumi. Sinabihan ko na sila pero ang sagot ay hindi naman daw nila matatalian ang ibon.,Neighbor Disputes
"Nanghiram po ng pera sa akin ang isang tricycle driver para ipagawa ang kaniyang gulong at nangakong huhulugan araw-araw mula sa pasada, ngunit isang linggo lang nagbayad at tuluyan nang nagtago.",Money/Debt Disputes
Pinag-aawayan po namin ng aking kapatid ang pamamahagi ng kita mula sa paupahang kwarto na iniwan ng aming mga magulang. Solong kinukuha ng bunso ang bayad at ayaw magbigay sa amin.,Family Matters
Tinakot po ako ng asawa ng aking kapitbahay na sasaksakin daw niya ako kapag nakita pa niya akong nagdidilig sa gilid ng kalsada na malapit sa kanilang nakaparadang motorsiklo.,Petty Criminal Offenses
"Ang amin pong boundary line ay binago ng katabing may-ari nung gumawa sila ng bagong drainage system, sinira nila ang lumang landmark at nilagpasan ang tamang sukat ng kanilang lote.",Property Disputes
"Nag-arkila po kami ng resort para sa isang family reunion at nagbayad na ng reservation fee. Pagdating namin doon, may ibang gumagamit at ayaw kaming papasukin o ibalik ang aming pera.",Contract Disputes
"Ang mga nangungupahan sa tapat ng bahay namin ay laging nagtatambay sa tapat ng aming bintana habang nagsisigarilyo, pumapasok po ang mabahong usok sa loob at nahihirapan ang nanay kong matanda.",Neighbor Disputes
Nangutang po ang aking katrabaho ng pambili ng gatas ng kaniyang anak. Isang taon na ang nakalipas at nakalipat na siya ng ibang kumpanya ngunit hindi pa rin binabayaran ang kaniyang utang.,Money/Debt Disputes
Inirereklamo ko po ang aking tiyo dahil ginagamit niya ang pangalan ng aking yumaong ama upang kumuha ng mga donasyon at tulong pinansyal mula sa mga kamag-anak namin sa ibang bansa.,Family Matters
"Binaligtad po ako ng aking kapitbahay sa pamamagitan ng pagkalat ng kwento na ako raw ang nagnakaw ng kaniyang mga pananim na orchids, dahilan upang pag-usapan ako ng masama sa aming purok.",Petty Criminal Offenses
"Gusto pong kunin ng isang developer ang maliit na bahagi ng aming bakuran para daw sa gagawing kalsada ng subdivision, pero wala naman silang pinapakitang kaukulang permit o bayad sa amin.",Property Disputes
May kontrata kami sa isang mananahi para sa mga uniporme ng aming shop. Lagpas na sa napagkasunduang petsa at bayad na ang materyales pero kalahati pa lang ang natatapos niya.,Contract Disputes
"Yung mga kabataan po na nakatira sa dulo ng eskinita ay madalas maglaro ng online games sa labas ng bahay namin hanggang madaling araw, sobrang ingay at nagmumura pa tuwing natatalo sila.",Neighbor Disputes
Humiram po ng pera ang may-ari ng sari-sari store para daw sa pandagdag ng kaniyang grocery items. Ilang buwan na ang lumipas at malakas naman ang kaniyang benta pero ayaw niyang magbayad.,Money/Debt Disputes
Inirereklamo ko po ang aking nakatatandang kapatid dahil pinagmamalupitan niya ang aming bunsong kapatid na may kapansanan sa pag-iisip tuwing lasing siya at umuuwi sa aming bahay.,Family Matters
Sinadya pong sirain ng kapitbahay ko ang aming doorbell sa pamamagitan ng pagpukpok nito ng bato dahil daw naiingay siya tuwing may nagdedeliver ng mga order namin sa online shop.,Petty Criminal Offenses
May hindi pagkakaunawaan po kami tungkol sa right-of-way dahil ang tanging daanan po namin palabas ng aming compound ay nilagyan ng gate ng may-ari ng lupang nasa unahan namin ngayon.,Property Disputes
"Nag-avail po ako ng package para sa pag-aayos ng mukha at buhok para sa kasal ng kapatid ko, ngunit hindi sumipot ang makeup artist sa tamang oras kaya na-late kami at nasira ang schedule.",Contract Disputes
Nagtatapon po ng maruming tubig mula sa paglalaba ang kapitbahay namin diretso sa aming eskinita kaya palaging madulas at mabaho ang daanan ng mga tao sa aming lugar araw-araw.,Neighbor Disputes
"Nagpautang po ako ng pera sa aking kumare gamit ang kaniyang gintong alahas bilang sangla, pero nalaman ko na peke pala ang alahas nung sinubukan kong ipasuri ito sa pawnshop.",Money/Debt Disputes
Nag-aaway po kaming magkakapatid dahil ayaw ibigay ng isa naming kasama sa bahay ang share ng aming bunso mula sa perang ipinapadala ng aming ate na nagtatrabaho sa ibang bansa.,Family Matters
Pinasok po ng hindi kilalang tao ang aking bakuran at nung sinita ko ay pinagmumura ako at sinabing wala akong karapatang magpalayas sa kaniya dahil kalsada daw ang pwesto na tinitindigan niya.,Petty Criminal Offenses
Ang aming boundary fence ay bigla na lang giniba ng katabi naming lote habang kami ay nasa trabaho upang magtayo sila ng sarili nilang pader na pumasok na sa loob ng sukat ng lupain ko.,Property Disputes
"May kasunduan kami ng isang ahente na ibibigay niya ang komisyon ko sa paghahanap ng mamimili ng kaniyang kotse. Matapos mabili ang sasakyan, hindi na niya ako sinasagot sa tawag.",Contract Disputes
"Yung mga nakatira sa itaas ng aming inuupahang kwarto ay palaging nagpupukpok ng kung ano-ano tuwing gabi, dahilan upang magising ang aking sanggol at hindi kami makapagpahinga nang maayos.",Neighbor Disputes
"Nanghiram po ng limang libo sa akin ang isang vendor sa palengke para pambayad sa kaniyang pwesto. Isang taon na ang nakalipas, tuwing dadaan ako ay tinataguan niya ako sa ibang stall.",Money/Debt Disputes
"Ayaw pong pirmahan ng aking tiyo ang papeles para sa waiver of rights ng lupa na matagal nang ibinigay ng lolo namin sa aking ina, humihingi po siya ng malaking halaga bago pumirma.",Family Matters
"Sinabihan po ako ng aking kapitbahay ng ""baog"" at ""walang kwentang babae"" sa gitna ng daan habang maraming tao ang nakakarinig, na nagdulot sa akin ng matinding kahihiyan at iyak.",Petty Criminal Offenses
Yung drainage pipe po ng katabing commercial building ay nakatutok sa aming pribadong lote kaya doon bumubuhos ang lahat ng maruming tubig at basurang galing sa kanilang pasilidad.,Neighbor Disputes
Nagpagawa po ako ng kusina sa isang mason at nagbayad na ng pambili ng semento at graba. Kinuha niya ang pera pero hindi na bumalik upang tapusin ang natitirang kalahati ng trabaho.,Contract Disputes
"Ang alagang kambing ng kapitbahay namin ay hinahayaang makalag sa gabi at kinakain ang aking mga pananim na gulay at bulaklak sa aking bakuran, ilang beses ko na silang sinabihan tungkol dito.",Neighbor Disputes
"Kumuha po ng paninda sa aking online shop ang isang reseller at nangakong magbabayad matapos ang isang linggo, pero lumipas na ang buwan ay blinock na ako sa lahat ng social media accounts niya.",Money/Debt Disputes
Inirereklamo ko po ang aking amain dahil palagi niyang kinukuha ang pera ng aking ina na kita mula sa paglalaba para lang ipambili ng alak at ipangtaya sa iligal na sabong dito sa amin.,Family Matters
"Sinasadya pong harangan ng motorsiklo ng kapitbahay ang tapat ng aming pintuan upang hindi kami makalabas nang maayos, nung pakiusapan ko ay nagbanta pa silang reresbakan ako ng pamilya niya.",Petty Criminal Offenses
"Gusto pong bakuran ng aming katabi ang bahagi ng lupang matagal nang itinalagang pampublikong eskinita ng aming komunidad, dahilan upang mawalan ng daanan ang mahigit sampung pamilya.",Property Disputes
Nag-arkila po ako ng pwesto para sa aking maliit na negosyo at nagbayad ng dalawang buwang deposit. Biglang binawi ng may-ari ang pwesto pagkalipas ng isang linggo at ayaw ibalik ang deposit ko.,Contract Disputes
Yung usok at amoy po mula sa ihawan ng barbecue ng aming kapitbahay ay direktang pumapasok sa aming sala tuwing hapon. Sumasakit po ang ulo namin gabi-gabi dahil sa tindi ng amoy ng sunog.,Neighbor Disputes
Nanghiram po ng pitong libo ang aking bayaw para daw sa pagpaparehistro ng kaniyang sasakyan. Lumipas na ang itinakdang buwan ng bayaran pero wala pa rin siyang kusa na magsauli ng pera.,Money/Debt Disputes
Nagkakagulo po kaming magpipinsan dahil sa pamana ng aming lolo na isang kalabaw at mga kagamitan sa bukid. Ayaw po kasing ipagamit ng nakatatandang pinsan sa iba naming kasamahan.,Family Matters
Pinagbantaan po ako ng isang lalaki sa aming purok na raratratin daw niya ang aking bahay matapos magkaroon ng simpleng sagutan ang aming mga anak habang naglalaro sa labas ng kalsada.,Petty Criminal Offenses
"Yung bagong pader na itinayo ng katabi namin ay sumakop sa easement o dalampasigan ng sapa na katabi ng aming lote, na naging dahilan upang masira ang proteksyon namin laban sa baha.",Property Disputes
Nagkasundo kami ng isang tsuper na ihahatid niya ang aming mga produkto sa Maynila. Nag-advance ako ng pambili ng krudo pero hindi siya sumipot sa takdang oras at hindi na macontact.,Contract Disputes
Ang videoke po sa tapat namin ay walang tigil kahit lampas alas-dose na ng gabi tuwing may birthday. Hindi po makatulog ang aking lola na may sakit sa puso dahil sa lakas ng bass ng sound system.,Neighbor Disputes
"Nangutang po sa akin ang aking kapitbahay para daw pambili ng bigas at ulam nung mawalan ng trabaho ang asawa niya. Ngayong may trabaho na silang dalawa, ayaw na nilang bayaran ang utang nila.",Money/Debt Disputes
Inirereklamo ko po ang aking kapatid dahil palagi niyang binebenta ang mga kagamitan sa loob ng aming ancestral home nang walang pahintulot mula sa aming iba pang mga magkakapatid.,Family Matters
Pinaratangan po ako ng aking biyenan na ako raw ay nangungurakot sa sweldo ng aking asawa at pinagkakalat ito sa aming mga kapitbahay na nagdulot ng malaking pinsala sa aking dangal.,Petty Criminal Offenses
"Ang sanga po ng puno ng santol ng aming katabi ay nakalaylay na sa aming bakuran at nagpababagsak ng mga uod at bulok na prutas sa aming garahe, ayaw naman nilang payagang putulin namin ito.",Neighbor Disputes
May kontrata kami sa isang gumagawa ng aluminum window para sa aming bahay. Nagbayad na ako ng down payment pero lumipas ang isang buwan ay wala pa ring ginagawa o dalang materyales.,Contract Disputes
Ang alagang pusa ng kapitbahay ko ay palaging pumapasok sa aming kusina at ninanakaw ang aming mga ulam na nakahanda sa lamesa. Ilang beses ko na silang sinabihan na ikulong ito.,Neighbor Disputes
Nagpahiram po ako ng pera sa aking katrabaho na pambili daw niya ng gamot para sa kaniyang anak. Nalaman ko na lang sa iba na ipinansugal lang pala niya ito sa online casino.,Money/Debt Disputes
Inirereklamo ko po ang aking tiya dahil ayaw niyang ibigay ang bahagi ng aking yumaong ina mula sa benta ng lupain na ipinamana ng aming mga nuno na matagal nang naibenta.,Family Matters
"Sinadya pong gasgasan ng isang tinedyer ang aking bagong biling motorsiklo habang ito ay nakapark sa tapat ng aming bahay. Sabi ng mga nakakita, ginawa niya ito dahil sa utos ng kaniyang tropa.",Petty Criminal Offenses
Ang sukat po ng kalsada na ibinigay sa amin bilang right-of-way ay unti-unting pinapakitid ng katabing may-ari sa pamamagitan ng paglalagay ng mga malalaking paso ng halaman sa gilid.,Property Disputes
